object_id,district,timeperiod,area_sqkm,inundation_intensity_mean_nonzero,inundation_intensity_sum,drainage_density,mean_rain,max_rain,total_population,total_households,mean_sex_ratio,schools_count,health_centres_count,rail_length,road_length,net_sown_area_ha,electricity_access,piped_water_households_pct,no_sanitation_households_pct,elderly_population,flood_protection_failures,human_lives_lost,population_affected_total,crop_area,flood_protection_damaged,roads_damaged,bridges_damaged,total_procurement_value,disaster_fund_sanctions_value,disaster_fund_procurement_value
R01-D01-S02,Northmere,2021_10,1614.92,0.6017,99.58,1.798,78.97,141.97,228199.0,54287.0,1039.0,201.0,34.0,98.27,1229.1,193.33,0.706,67.64,10.43,28800.0,0.38,1.0,584.0,3.53,0.31,4.33,0.61,4174521.0,863186.0,802526.0
R01-D01-S03,Northmere,2021_10,1680.97,1.0829,140.82,2.441,138.64,318.89,678834.0,138852.0,909.6,201.0,24.0,28.3,585.99,303.42,0.68,79.3,14.21,87150.0,0.82,2.0,4168.0,16.73,0.59,2.24,0.82,2182578.0,1182335.0,1246892.0
R01-D01-S04,Northmere,2021_10,1337.0,0.0,0.0,3.897,58.06,81.94,1127993.0,252815.0,1034.0,183.0,15.0,28.6,1399.48,381.63,0.724,64.31,16.44,123154.0,0.93,2.0,13191.0,21.25,0.73,3.36,1.54,1838443.0,648025.0,595325.0
R01-D02-S01,Eastfen,2021_10,1040.1,1.8393,205.22,2.891,58.8,121.02,104626.0,23864.0,1011.7,46.0,6.0,25.65,595.45,498.83,0.3,21.08,35.76,13217.0,0.8,0.0,212.0,2.51,0.99,2.48,0.75,2598585.0,1271125.0,984582.0
R01-D02-S02,Eastfen,2021_10,786.49,0.5786,97.29,1.163,64.26,94.19,587201.0,126605.0,919.5,37.0,10.0,16.33,436.76,392.86,0.346,50.83,29.23,67620.0,0.2,1.0,1695.0,13.49,0.08,0.78,1.25,2183725.0,764753.0,591042.0
R01-D02-S03,Eastfen,2021_10,608.44,0.0,0.0,3.414,70.92,148.27,1033644.0,254081.0,1005.0,33.0,7.0,10.69,139.92,275.88,0.49,45.58,31.81,97955.0,0.15,0.0,2787.0,8.76,0.14,2.99,0.71,2092862.0,1298322.0,90121.0
R01-D02-S04,Eastfen,2021_10,1698.07,0.0,0.0,1.509,80.67,208.56,1199636.0,282326.0,1002.4,52.0,25.0,20.83,590.45,604.19,0.396,46.5,24.68,144776.0,0.09,0.0,4452.0,2.09,0.23,0.29,0.34,3832765.0,481840.0,0.0
R01-D03-S01,Southwater,2021_10,213.25,0.0,0.0,2.968,72.54,142.02,1208978.0,244536.0,1017.1,20.0,1.0,4.0,139.07,84.25,0.525,51.56,21.09,123569.0,0.1,2.0,3669.0,2.88,0.34,1.27,0.35,1800820.0,1084563.0,803807.0
R01-D03-S02,Southwater,2021_10,1223.73,0.0,0.0,2.839,98.96,192.9,241117.0,51612.0,970.7,62.0,12.0,0.91,618.7,303.43,0.3,39.17,27.29,30877.0,0.15,0.0,539.0,17.09,0.61,2.21,0.81,3210210.0,404134.0,31970.0
R01-D03-S03,Southwater,2021_10,1577.0,2.5391,390.63,2.457,87.82,186.87,982890.0,217620.0,945.6,39.0,24.0,20.22,483.84,247.93,0.49,31.13,27.67,100428.0,0.16,0.0,1416.0,1.69,0.1,0.69,0.27,1786496.0,445591.0,154069.0
R01-D03-S04,Southwater,2021_10,986.09,0.7821,94.79,3.487,50.67,127.62,346722.0,77544.0,935.1,34.0,7.0,35.15,628.91,150.84,0.401,44.13,22.94,42431.0,0.21,0.0,122.0,2.18,0.1,0.09,0.24,0.0,72573.0,0.0
R01-D04-S01,Westmoor,2021_10,728.47,2.0256,193.5,3.244,81.33,206.64,1002397.0,217858.0,999.6,44.0,9.0,4.12,226.47,288.41,0.391,40.33,23.84,91681.0,0.46,1.0,5919.0,6.69,0.24,0.87,0.25,225534.0,439871.0,106993.0
R01-D04-S02,Westmoor,2021_10,1665.24,1.0277,95.61,0.815,70.1,117.01,286932.0,66439.0,1008.4,68.0,14.0,20.41,431.96,532.33,0.3,33.13,26.29,23591.0,0.48,0.0,398.0,40.26,0.01,1.03,0.23,1626222.0,0.0,626625.0
R01-D04-S03,Westmoor,2021_10,490.29,0.0,0.0,2.937,71.58,113.99,777396.0,188585.0,966.9,18.0,8.0,12.39,334.24,219.79,0.437,28.24,29.48,57701.0,0.01,1.0,1449.0,2.96,0.2,2.38,0.38,0.0,744006.0,650645.0
R01-D05-S01,Riverend,2021_10,1334.51,0.0,0.0,0.913,108.85,227.67,575006.0,132542.0,1044.3,47.0,16.0,22.48,367.7,563.14,0.374,35.0,24.97,40668.0,0.44,0.0,5079.0,37.67,0.25,3.6,0.01,5078344.0,1315542.0,1077942.0
R01-D05-S02,Riverend,2021_10,1459.47,2.4296,376.67,3.226,113.75,259.54,435813.0,96249.0,1007.5,99.0,33.0,79.87,501.49,359.39,0.597,69.68,14.1,55391.0,0.29,0.0,3512.0,3.56,0.97,1.16,0.23,1502571.0,414159.0,0.0
R01-D05-S03,Riverend,2021_10,690.03,0.0583,9.93,2.095,40.75,81.72,182604.0,37383.0,930.4,79.0,21.0,34.5,729.23,224.42,0.635,74.27,21.25,19291.0,0.17,0.0,216.0,5.47,0.35,1.72,0.24,1023356.0,676724.0,473199.0
R01-D06-S01,Lakeshire,2021_10,518.19,2.3915,444.02,3.018,72.94,164.6,1275274.0,290714.0,964.8,40.0,17.0,20.68,219.57,156.11,0.715,67.67,13.76,143566.0,0.1,1.0,1152.0,2.22,0.95,2.09,0.59,2890804.0,1254798.0,793417.0
R01-D06-S02,Lakeshire,2021_10,1251.38,0.0,0.0,1.955,86.99,146.02,981910.0,204514.0,906.2,45.0,23.0,15.82,769.96,126.82,0.428,41.68,17.94,94045.0,0.23,1.0,843.0,4.76,0.25,1.52,0.01,3587050.0,0.0,218177.0
R01-D06-S03,Lakeshire,2021_10,793.75,1.0814,208.24,2.557,77.02,146.91,247639.0,52884.0,925.6,42.0,9.0,39.01,308.54,328.36,0.545,43.5,21.99,31038.0,0.66,1.0,1270.0,30.2,1.05,2.17,0.01,2119079.0,1518066.0,986035.0
R01-D01-S01,Northmere,2021_11,989.98,0.0821,7.69,0.83,26.6,53.37,1318200.0,275281.0,1046.3,63.0,16.0,74.24,1587.19,482.69,0.868,92.58,4.63,115433.0,0.16,5.0,5941.0,10.1,0.71,4.51,0.39,171952.0,552407.0,517241.0
R01-D01-S02,Northmere,2021_11,1614.92,2.8133,357.0,1.798,70.56,102.95,228076.0,54873.0,1039.0,173.0,17.0,19.57,1352.37,172.87,0.802,80.36,11.97,19439.0,1.1,0.0,1864.0,8.46,0.35,0.35,0.89,3302191.0,507964.0,526031.0
R01-D01-S03,Northmere,2021_11,1680.97,0.3508,42.26,2.441,94.44,194.2,674629.0,154953.0,909.6,171.0,51.0,57.82,2119.25,270.87,0.743,63.82,17.53,72490.0,0.57,2.0,2843.0,3.09,1.26,5.26,0.77,2929086.0,174340.0,760912.0
R01-D01-S04,Northmere,2021_11,1337.0,0.0016,0.23,3.897,71.17,146.14,1140930.0,255754.0,1034.0,99.0,40.0,24.76,1496.69,593.23,0.73,76.32,13.6,114197.0,0.85,1.0,17133.0,60.53,0.26,1.3,0.5,0.0,627763.0,319171.0
R01-D02-S01,Eastfen,2021_11,1040.1,1.4966,133.37,2.891,76.45,159.36,103836.0,22645.0,1011.7,19.0,6.0,17.27,424.32,519.56,0.341,39.65,28.82,10311.0,0.91,0.0,1778.0,17.52,0.44,1.36,0.25,2966548.0,591071.0,544403.0
R01-D02-S02,Eastfen,2021_11,786.49,2.5424,279.46,1.163,56.75,122.51,573272.0,121445.0,919.5,63.0,15.0,29.4,359.78,107.36,0.365,30.64,29.14,46343.0,0.52,1.0,3488.0,3.38,0.98,2.73,0.36,639404.0,621777.0,216778.0
R01-D02-S03,Eastfen,2021_11,608.44,0.0,0.0,3.414,133.26,293.45,1019366.0,242057.0,1005.0,32.0,9.0,21.9,431.74,210.66,0.441,35.59,27.69,78717.0,0.25,1.0,1698.0,9.17,0.12,1.37,0.29,1519813.0,317978.0,424709.0
R01-D02-S04,Eastfen,2021_11,1698.07,0.0275,4.21,1.509,82.08,140.74,1214079.0,260003.0,1002.4,78.0,19.0,59.61,1045.01,449.52,0.479,37.72,26.48,98923.0,0.26,0.0,835.0,4.99,0.32,1.66,0.1,2468399.0,1355814.0,167003.0
R01-D03-S01,Southwater,2021_11,213.25,0.7606,129.1,2.968,72.88,121.4,1178004.0,248635.0,1017.1,6.0,3.0,2.71,100.9,27.99,0.45,46.98,28.04,97670.0,0.26,0.0,2278.0,0.99,0.21,1.86,0.59,1743241.0,147009.0,867556.0
R01-D03-S02,Southwater,2021_11,1223.73,2.2571,197.56,2.839,36.71,59.18,243341.0,53305.0,970.7,70.0,5.0,22.78,437.96,501.53,0.3,43.91,31.29,26277.0,0.05,0.0,1236.0,18.52,0.98,2.09,0.3,0.0,286468.0,516618.0
R01-D03-S03,Southwater,2021_11,1577.0,0.2951,57.01,2.457,73.65,125.99,984794.0,208660.0,945.6,94.0,14.0,38.18,816.07,271.04,0.532,40.48,28.53,94978.0,0.07,0.0,267.0,0.82,0.02,0.1,0.16,2857651.0,28823.0,43962.0
R01-D03-S04,Southwater,2021_11,986.09,0.0,0.0,3.487,64.88,142.91,352319.0,83939.0,935.1,43.0,14.0,0.35,509.85,470.46,0.343,43.83,27.12,28479.0,0.05,0.0,183.0,1.66,0.23,0.18,0.15,1520354.0,330792.0,545590.0
R01-D04-S01,Westmoor,2021_11,728.47,1.4937,293.23,3.244,55.88,119.14,986430.0,224057.0,999.6,33.0,14.0,21.27,479.34,303.36,0.467,44.64,26.51,75444.0,0.1,1.0,631.0,10.74,0.01,0.35,0.6,812496.0,957226.0,219021.0
R01-D04-S02,Westmoor,2021_11,1665.24,0.0,0.0,0.815,73.09,173.43,278289.0,69571.0,1008.4,64.0,24.0,12.37,533.74,626.58,0.3,42.21,31.82,31597.0,0.13,1.0,748.0,9.01,0.57,1.5,1.62,1156560.0,0.0,0.0
R01-D04-S03,Westmoor,2021_11,490.29,0.0,0.0,2.937,75.09,117.66,766747.0,155245.0,966.9,16.0,5.0,6.15,347.47,118.39,0.463,22.16,29.95,75518.0,0.25,1.0,2025.0,5.54,0.18,0.88,0.01,2703325.0,828390.0,692475.0
R01-D05-S01,Riverend,2021_11,1334.51,0.9684,122.86,0.913,57.01,94.07,565957.0,124487.0,1044.3,66.0,14.0,5.66,363.9,283.71,0.332,30.15,31.6,64401.0,0.01,1.0,7658.0,28.78,1.8,0.01,0.28,2735303.0,947143.0,802379.0
R01-D05-S02,Riverend,2021_11,1459.47,0.0,0.0,3.226,93.08,144.93,436646.0,94147.0,1007.5,176.0,35.0,12.28,470.68,612.26,0.561,63.16,19.24,38229.0,0.2,0.0,1628.0,20.83,0.52,4.5,0.84,1730989.0,336220.0,731043.0
R01-D05-S03,Riverend,2021_11,690.03,1.9794,317.61,2.095,83.82,132.39,178017.0,35892.0,930.4,66.0,11.0,35.91,545.95,243.87,0.641,55.5,18.62,20495.0,0.01,0.0,572.0,8.31,0.44,1.24,0.82,4370146.0,305685.0,0.0
R01-D06-S01,Lakeshire,2021_11,518.19,0.4739,43.72,3.018,84.15,136.04,1272631.0,281900.0,964.8,47.0,7.0,34.89,703.24,98.18,0.79,70.1,14.42,117571.0,0.65,2.0,1504.0,2.32,1.1,2.99,0.78,2275415.0,538597.0,743185.0
R01-D06-S02,Lakeshire,2021_11,1251.38,0.8027,125.15,1.955,68.26,134.02,1008323.0,233453.0,906.2,99.0,18.0,50.32,912.11,485.7,0.549,46.28,23.99,97356.0,0.43,1.0,8162.0,10.0,0.46,2.01,0.34,2361977.0,864276.0,625150.0
R01-D06-S03,Lakeshire,2021_11,793.75,1.3458,217.87,2.557,105.0,272.1,254597.0,52547.0,925.6,26.0,9.0,8.47,262.94,176.42,0.473,65.51,23.93,28206.0,0.68,1.0,1714.0,4.86,1.39,4.68,0.88,2585949.0,880670.0,1203581.0
R01-D01-S01,Northmere,2021_12,989.98,0.0348,4.15,0.83,15.93,38.37,1307320.0,292431.0,1046.3,139.0,18.0,47.71,1310.62,416.45,0.822,70.71,11.76,143186.0,0.16,3.0,4088.0,12.55,0.01,4.91,0.74,0.0,1206613.0,652341.0
R01-D01-S02,Northmere,2021_12,1614.92,0.0,0.0,1.798,72.77,110.59,224311.0,45741.0,1039.0,230.0,47.0,82.09,2079.75,448.23,0.829,72.11,15.25,24534.0,0.37,0.0,1239.0,9.83,0.26,1.66,0.72,3887115.0,807873.0,0.0
R01-D01-S03,Northmere,2021_12,1680.97,2.0004,328.63,2.441,79.24,183.9,678889.0,138648.0,909.6,216.0,19.0,47.7,596.41,612.92,0.693,81.23,11.35,74555.0,0.48,1.0,1519.0,25.0,0.64,5.46,0.43,1920385.0,1019320.0,68017.0
R01-D01-S04,Northmere,2021_12,1337.0,0.8646,142.31,3.897,37.03,53.38,1164037.0,289651.0,1034.0,73.0,48.0,44.86,1044.73,530.13,0.786,73.06,9.56,101105.0,0.5,2.0,5392.0,10.7,1.8,2.69,1.62,2240475.0,1182084.0,837869.0
R01-D02-S01,Eastfen,2021_12,1040.1,2.281,455.81,2.891,61.5,98.16,104189.0,23888.0,1011.7,59.0,6.0,20.37,280.92,138.24,0.336,25.94,25.92,9407.0,0.32,0.0,299.0,3.1,0.91,5.2,0.37,2070512.0,831656.0,388471.0
R01-D02-S02,Eastfen,2021_12,786.49,0.3528,65.16,1.163,70.79,156.41,586789.0,123474.0,919.5,50.0,3.0,6.43,309.14,79.29,0.423,45.71,24.72,65219.0,0.16,1.0,1573.0,0.82,0.17,2.9,1.01,917968.0,1274034.0,997997.0
R01-D02-S03,Eastfen,2021_12,608.44,0.0,0.0,3.414,50.74,126.09,1012741.0,230712.0,1005.0,34.0,9.0,12.85,379.39,172.75,0.343,33.09,23.14,97980.0,0.51,0.0,3826.0,4.77,0.24,2.9,0.36,0.0,1999867.0,1152818.0
R01-D02-S04,Eastfen,2021_12,1698.07,0.0,0.0,1.509,66.32,171.89,1219967.0,293918.0,1002.4,76.0,16.0,9.5,1114.72,674.16,0.39,40.69,27.71,100806.0,0.01,0.0,3473.0,8.57,0.2,1.74,0.04,3445237.0,997793.0,808882.0
R01-D03-S01,Southwater,2021_12,213.25,0.8236,145.17,2.968,105.02,154.02,1175516.0,257288.0,1017.1,17.0,2.0,0.08,102.77,27.77,0.478,56.53,27.27,151526.0,0.64,2.0,6207.0,0.78,0.6,1.13,0.34,1978978.0,1095515.0,166979.0
R01-D03-S02,Southwater,2021_12,1223.73,0.5654,55.8,2.839,40.63,76.7,242602.0,53198.0,970.7,38.0,17.0,24.09,380.77,170.17,0.323,44.21,30.92,30093.0,0.12,0.0,530.0,3.74,0.25,0.96,0.17,1618167.0,561780.0,113983.0
R01-D03-S03,Southwater,2021_12,1577.0,1.0773,94.82,2.457,60.09,155.08,956974.0,209538.0,945.6,56.0,24.0,26.73,928.72,635.19,0.44,32.43,29.82,84510.0,0.08,0.0,204.0,4.99,0.09,0.78,0.22,470630.0,46618.0,817034.0
R01-D03-S04,Southwater,2021_12,986.09,3.7213,509.59,3.487,78.07,190.99,348513.0,77848.0,935.1,62.0,4.0,33.82,311.63,106.98,0.378,49.01,24.71,42579.0,0.05,0.0,362.0,1.53,0.31,1.08,0.08,1186740.0,830709.0,421738.0
R01-D04-S01,Westmoor,2021_12,728.47,0.0,0.0,3.244,48.18,92.69,996765.0,220566.0,999.6,46.0,12.0,15.71,604.09,271.12,0.532,44.06,24.4,91698.0,0.27,1.0,7233.0,12.6,0.81,0.93,0.34,1638774.0,917600.0,324280.0
R01-D04-S02,Westmoor,2021_12,1665.24,0.0671,6.26,0.815,51.53,88.04,288416.0,61603.0,1008.4,46.0,6.0,45.3,941.95,264.64,0.3,45.97,31.09,26467.0,0.1,0.0,993.0,7.4,0.33,3.11,0.86,0.0,790585.0,1005036.0
R01-D04-S03,Westmoor,2021_12,490.29,1.0337,177.18,2.937,82.06,125.94,769482.0,159214.0,966.9,33.0,5.0,2.3,258.24,218.16,0.464,28.46,26.93,74498.0,0.31,2.0,2335.0,1.44,0.16,4.28,0.45,202954.0,1086213.0,356273.0
R01-D05-S01,Riverend,2021_12,1334.51,4.0713,791.94,0.913,73.33,123.41,578293.0,115826.0,1044.3,42.0,10.0,28.41,666.66,322.03,0.443,25.88,28.28,56560.0,1.38,2.0,4674.0,21.73,0.69,5.15,0.66,2668900.0,34823.0,0.0
R01-D05-S02,Riverend,2021_12,1459.47,0.3671,63.64,3.226,74.21,152.83,423296.0,95017.0,1007.5,88.0,16.0,60.95,467.61,295.55,0.576,53.84,16.63,32466.0,0.26,0.0,3544.0,1.82,0.46,0.64,0.49,0.0,253696.0,0.0
R01-D05-S03,Riverend,2021_12,690.03,0.7414,121.18,2.095,67.56,98.14,184219.0,43054.0,930.4,59.0,8.0,36.67,284.4,117.5,0.639,57.89,22.56,21912.0,0.05,0.0,748.0,0.7,0.29,2.0,0.34,3451340.0,76159.0,56440.0
R01-D06-S01,Lakeshire,2021_12,518.19,0.0048,0.78,3.018,42.92,101.3,1290653.0,300162.0,964.8,21.0,16.0,17.99,373.37,217.48,0.641,86.13,13.27,137149.0,0.26,3.0,3858.0,3.67,0.42,3.56,0.93,3289683.0,1756137.0,803022.0
R01-D06-S02,Lakeshire,2021_12,1251.38,1.7814,184.49,1.955,40.5,80.75,983293.0,244511.0,906.2,107.0,15.0,59.56,1056.79,202.17,0.597,56.05,21.49,107511.0,0.1,1.0,5838.0,3.0,0.93,3.32,0.04,690388.0,1018323.0,574134.0
R01-D06-S03,Lakeshire,2021_12,793.75,2.1635,193.17,2.557,99.55,149.64,250636.0,59830.0,925.6,45.0,20.0,32.69,551.7,319.88,0.526,42.88,21.09,20520.0,0.8,0.0,1309.0,24.43,1.32,6.77,1.03,4204552.0,548242.0,985960.0
R01-D01-S01,Northmere,2022_01,989.98,0.7186,63.96,0.83,136.86,225.34,1268121.0,263922.0,1046.3,67.0,27.0,15.67,689.63,438.21,0.772,94.85,11.63,153372.0,0.22,5.0,11822.0,13.42,0.2,3.97,0.97,0.0,713597.0,313591.0
R01-D01-S02,Northmere,2022_01,1614.92,0.213,30.36,1.798,66.48,170.66,225717.0,51110.0,1039.0,94.0,30.0,120.64,1609.81,710.69,0.839,74.35,12.74,22525.0,0.95,0.0,1423.0,31.43,0.14,2.92,0.15,3668803.0,1141506.0,1423136.0
R01-D01-S03,Northmere,2022_01,1680.97,1.3495,252.14,2.441,57.66,138.55,675192.0,166353.0,909.6,159.0,32.0,91.42,626.41,356.58,0.676,71.42,16.6,54014.0,0.24,3.0,2282.0,25.12,1.07,1.02,0.5,0.0,1012243.0,509448.0
R01-D01-S04,Northmere,2022_01,1337.0,0.5479,69.47,3.897,80.17,155.87,1167531.0,242235.0,1034.0,108.0,25.0,90.93,1623.05,232.83,0.787,77.86,14.84,116463.0,1.28,4.0,5654.0,10.84,0.01,3.67,0.89,1355869.0,1297331.0,444125.0
R01-D02-S01,Eastfen,2022_01,1040.1,1.26,176.77,2.891,54.08,95.12,103265.0,20900.0,1011.7,63.0,12.0,14.28,288.57,381.12,0.3,37.26,32.24,12944.0,0.23,0.0,719.0,41.12,0.68,1.01,0.26,1589997.0,1054368.0,482801.0
R01-D02-S02,Eastfen,2022_01,786.49,0.8481,117.97,1.163,100.71,187.58,586609.0,125780.0,919.5,23.0,11.0,26.0,399.07,363.49,0.495,36.65,24.68,51848.0,0.07,0.0,7816.0,8.0,0.76,2.95,0.32,1013691.0,0.0,160062.0
R01-D02-S03,Eastfen,2022_01,608.44,0.4919,60.84,3.414,134.18,272.78,1025670.0,206455.0,1005.0,18.0,10.0,20.22,417.29,142.24,0.482,31.0,24.06,95767.0,0.35,2.0,321.0,1.84,0.15,1.92,0.8,3360197.0,670147.0,0.0
R01-D02-S04,Eastfen,2022_01,1698.07,2.4828,266.7,1.509,26.5,45.56,1227024.0,273727.0,1002.4,98.0,22.0,4.6,394.7,724.32,0.315,42.87,28.85,93846.0,0.09,0.0,1075.0,5.05,0.25,2.19,0.06,1187116.0,1388068.0,0.0
R01-D03-S01,Southwater,2022_01,213.25,0.0,0.0,2.968,137.71,322.22,1204065.0,266770.0,1017.1,8.0,4.0,7.12,54.85,91.08,0.547,32.91,23.36,101658.0,0.48,3.0,4184.0,5.24,0.75,3.18,0.25,90324.0,1074915.0,1105782.0
R01-D03-S02,Southwater,2022_01,1223.73,0.0,0.0,2.839,68.9,171.2,248825.0,56034.0,970.7,57.0,13.0,16.49,444.24,356.74,0.312,36.4,26.53,32203.0,0.55,0.0,521.0,2.46,0.36,2.38,0.53,3189665.0,1872039.0,743198.0
R01-D03-S03,Southwater,2022_01,1577.0,0.0,0.0,2.457,88.99,192.3,957300.0,200902.0,945.6,97.0,30.0,34.82,1135.41,308.79,0.351,54.85,22.09,83396.0,0.02,0.0,691.0,0.01,0.13,0.81,0.1,2582989.0,423922.0,1170067.0
R01-D03-S04,Southwater,2022_01,986.09,1.7571,163.24,3.487,120.83,174.23,351105.0,75660.0,935.1,57.0,16.0,30.01,548.76,270.6,0.319,31.48,28.79,30026.0,0.01,0.0,651.0,1.73,0.13,0.28,0.14,2185715.0,73322.0,434349.0
R01-D04-S01,Westmoor,2022_01,728.47,0.0,0.0,3.244,79.93,140.21,997695.0,232825.0,999.6,20.0,9.0,29.16,400.81,302.78,0.475,35.9,25.21,71705.0,0.27,2.0,3965.0,16.76,0.46,2.46,0.22,1789466.0,612717.0,489435.0
R01-D04-S02,Westmoor,2022_01,1665.24,0.0,0.0,0.815,113.88,167.95,288223.0,68473.0,1008.4,63.0,9.0,31.05,915.33,362.11,0.323,39.81,30.37,26050.0,0.25,0.0,1371.0,12.34,0.37,1.49,0.14,2652053.0,864594.0,541857.0
R01-D04-S03,Westmoor,2022_01,490.29,0.5201,53.69,2.937,82.5,207.57,781527.0,171973.0,966.9,29.0,2.0,9.28,148.47,148.95,0.449,37.26,25.87,77433.0,0.07,0.0,2482.0,4.06,0.45,2.65,0.17,2343733.0,0.0,211794.0
R01-D05-S01,Riverend,2022_01,1334.51,1.7537,348.69,0.913,61.91,110.04,565291.0,122272.0,1044.3,35.0,17.0,42.92,565.48,636.95,0.38,25.49,29.98,56092.0,0.51,1.0,999.0,22.85,0.65,2.9,0.58,1837807.0,768011.0,303633.0
R01-D05-S02,Riverend,2022_01,1459.47,0.1962,22.75,3.226,57.3,118.86,419897.0,98052.0,1007.5,166.0,20.0,17.14,1192.54,488.83,0.637,49.2,13.21,51263.0,0.02,1.0,1230.0,12.31,0.09,1.93,0.82,2735238.0,1227283.0,144544.0
R01-D05-S03,Riverend,2022_01,690.03,0.0,0.0,2.095,96.73,212.38,177512.0,42225.0,930.4,37.0,11.0,10.07,492.89,279.02,0.566,67.05,18.58,12717.0,0.71,0.0,254.0,4.93,0.23,1.24,0.64,93111.0,88642.0,0.0
R01-D06-S01,Lakeshire,2022_01,518.19,0.0,0.0,3.018,76.04,111.62,1272970.0,294046.0,964.8,66.0,11.0,19.09,418.84,117.86,0.628,84.45,13.92,124653.0,0.36,2.0,10100.0,0.92,0.32,5.9,0.01,133577.0,690622.0,869575.0
R01-D06-S02,Lakeshire,2022_01,1251.38,0.4848,84.16,1.955,83.39,138.87,972916.0,218350.0,906.2,97.0,15.0,15.45,1010.48,578.89,0.483,46.01,24.37,76204.0,0.33,1.0,3478.0,19.29,0.13,1.7,0.11,2126934.0,1417708.0,407883.0
R01-D06-S03,Lakeshire,2022_01,793.75,1.429,259.36,2.557,42.71,103.13,247937.0,50639.0,925.6,21.0,16.0,28.27,530.95,391.35,0.443,43.0,16.53,18577.0,0.88,0.0,563.0,15.67,0.48,4.54,1.34,1896137.0,467910.0,579514.0
R01-D01-S01,Northmere,2022_02,989.98,0.0,0.0,0.83,116.58,283.59,1303981.0,281555.0,1046.3,94.0,34.0,52.16,1390.01,175.5,0.783,78.96,12.61,145526.0,0.35,1.0,11270.0,19.85,0.96,0.52,1.07,2701320.0,1343007.0,979174.0
R01-D01-S02,Northmere,2022_02,1614.92,1.5107,176.45,1.798,74.28,126.35,230788.0,46890.0,1039.0,183.0,27.0,44.46,1733.98,225.18,0.764,84.31,12.01,19237.0,0.35,0.0,1749.0,0.87,0.26,3.76,0.14,1639334.0,899603.0,169896.0
R01-D01-S03,Northmere,2022_02,1680.97,1.6752,294.85,2.441,80.65,160.15,676217.0,148815.0,909.6,153.0,36.0,113.42,674.73,447.46,0.77,58.39,10.83,51969.0,0.37,1.0,5462.0,24.88,0.89,6.13,1.21,1585186.0,473485.0,366887.0
R01-D01-S04,Northmere,2022_02,1337.0,1.418,162.56,3.897,88.22,222.09,1127538.0,245550.0,1034.0,90.0,45.0,23.49,1901.91,475.78,0.699,68.98,11.09,84960.0,0.33,3.0,3102.0,2.75,0.61,4.21,0.82,1993016.0,1515083.0,0.0
R01-D02-S01,Eastfen,2022_02,1040.1,0.0,0.0,2.891,60.03,155.46,102985.0,21996.0,1011.7,35.0,9.0,18.93,339.04,165.4,0.357,18.14,31.35,9479.0,0.11,0.0,447.0,10.78,0.68,1.55,0.84,2868633.0,700016.0,1121656.0
R01-D02-S02,Eastfen,2022_02,786.49,1.8866,288.3,1.163,66.19,171.11,571478.0,123365.0,919.5,41.0,8.0,24.95,168.95,350.94,0.504,31.41,24.49,62755.0,0.14,0.0,1953.0,1.78,0.18,1.76,0.36,2719394.0,630760.0,873372.0
R01-D02-S03,Eastfen,2022_02,608.44,0.3179,45.86,3.414,67.31,160.29,1027054.0,220102.0,1005.0,17.0,12.0,18.73,313.12,76.55,0.488,32.3,22.5,75279.0,0.1,2.0,0.0,0.99,0.06,2.43,0.13,1996173.0,0.0,644466.0
R01-D02-S04,Eastfen,2022_02,1698.07,0.0,0.0,1.509,83.32,191.76,1224883.0,264271.0,1002.4,120.0,10.0,24.56,871.8,734.17,0.35,47.43,31.35,148320.0,0.22,0.0,484.0,10.27,0.19,1.46,0.51,1188068.0,1039968.0,378870.0
R01-D03-S01,Southwater,2022_02,213.25,1.2778,128.55,2.968,73.14,181.58,1182326.0,245550.0,1017.1,11.0,5.0,6.01,160.44,40.05,0.491,48.62,27.22,102543.0,0.15,1.0,2923.0,0.69,0.17,5.64,0.22,1283201.0,626526.0,1058917.0
R01-D03-S02,Southwater,2022_02,1223.73,0.0,0.0,2.839,91.28,157.67,242701.0,48902.0,970.7,71.0,6.0,25.13,386.08,330.35,0.3,25.58,27.01,22201.0,0.01,1.0,1065.0,13.08,0.46,1.49,0.47,5051129.0,1169719.0,316644.0
R01-D03-S03,Southwater,2022_02,1577.0,0.0,0.0,2.457,49.34,125.52,964311.0,219574.0,945.6,124.0,33.0,32.84,859.19,353.69,0.456,38.17,29.63,97404.0,0.13,0.0,460.0,2.05,0.08,0.74,0.01,2002076.0,1153772.0,286581.0
R01-D03-S04,Southwater,2022_02,986.09,0.421,53.49,3.487,54.04,104.18,359104.0,82770.0,935.1,41.0,10.0,19.49,733.85,174.8,0.42,34.48,24.49,37517.0,0.13,0.0,234.0,1.2,0.06,0.28,0.24,1188928.0,185674.0,0.0
R01-D04-S01,Westmoor,2022_02,728.47,0.5,87.91,3.244,78.06,191.17,1010794.0,223693.0,999.6,45.0,13.0,13.48,416.33,278.69,0.538,34.0,25.94,90364.0,0.43,2.0,5797.0,3.45,0.23,3.13,0.37,51757.0,995915.0,0.0
R01-D04-S02,Westmoor,2022_02,1665.24,0.0347,4.57,0.815,34.68,88.91,281250.0,62388.0,1008.4,28.0,13.0,36.5,505.6,258.54,0.319,43.35,33.96,34817.0,0.36,1.0,738.0,8.97,0.47,5.14,0.49,1340586.0,1353974.0,166507.0
